CLAIM NO,COMPLAINT,ROUTINE,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,gender,hispanic,asian,CLAIM AMT,CASE OPEN/RE-OPEN,CLAIM RECEIVED,Valid,Informal Resolution,Bankrupt,Invalid,Fringe Benefits,Independent Agent,Subcontractor,False Claim,Other,CLAIM INVAL OTHER DESCRIPTION,Claim Validity,Employer left State,Employer Cannot be Located,Complainant Cannot be Located,Complainant Dropped Claim,Paid Prior to Investigation,Business is Closed,Other_1,CLAIM UNDETERMINED OTHER DESCRIPTION,VERIFIED CLAIM AMT,CASE CLOSE/RECLOSE DATE,Employer Contested Valid Determination,1st Response Investigation,Formal Investigation,Request Settlement Conference,Request Informal Fact Finding,Request Formal Fact Finding,Wage Order,Informal Conference,Civil Action for Wages/Penalties,Other_2,OTHER DISPOSITION DESCRIPTION,CASE CLOSED for the REPRESENTATIVE,JUDGMENT,DISMISSED,NON-SUITED,JUDGMENT_1,DISMISSED_1,NON-SUITED_1,CIVCOURTDTE FOR WAGES/PENALTY,TOT AMT,WAGE AMT,INTEREST AMT,ATTY FEES,DATE FOR WAGES,WAGES APPEALED,WAGES APPEAL CIRCUIT COURT DATE,ASSESSED,AMT,ATTY FEES_1,ASSESSED DATE,TOTAL CMP AMT,CMP APPEALED,CMP APPEAL CIRCUIT COURT DATE,FINES & COURT COSTS,TOTAL WAGES,TOTAL INTEREST AMT,TOT WAGES & INTEREST,GARNISHED AMT,JUDGMENT WAGE AMT,JUDGEMENT PENALTY AMT,DOCKETED/SENT FOR COLLECTION DATE,ACTION TAKEN,COURT DATE,CONVICTED - DISPOSITION,DISMISSED - DISPOSITION,NOL Prossed,CONFINEMENT,SUSPENSION,BOTH - C&F,JUDGMENT_2,DISMISSED_2,NON-SUITED_2,JUDGMENT_3,DISMISSED_3,NON-SUITED_3
LLVA59039,X,NA,MARK WILLIAMS CLEANING SERVICE,VIRGINIA BEACH,VA,23452,male,FALSE,FALSE,$661.30,7-Jan-16,6-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$661.30,26-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$661.30,$0.00,$661.30,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59040,X,NA,EACH ONE COUNTS YOUTH AND FAMILY SERVICES,RICHMOND,VA,23225,female,FALSE,FALSE,$620.00,7-Jan-16,6-Jan-16,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$735.00,16-Feb-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,16-Feb-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$735.00,$0.00,$735.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59042,X,NA,LIGHTHOUSE TRUCK AND AUTO,DILLWYN,VA,23936,male,FALSE,FALSE,$280.50,7-Jan-16,31-Dec-15,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,11-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59047,X,NA,"PROVING GROUNDS, LLC",GLEN ALLEN,VA,23059,male,FALSE,FALSE,"$1,110.00",7-Jan-16,4-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,12-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59048,X,NA,SUFFOLK AUTOMOTIVE SERVICES,SUFFOLK,VA,23434,male,FALSE,FALSE,$601.75,8-Jan-16,29-Dec-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,CLAIMANT HIRED AN ATTORNEY,$0.00,8-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,8-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59049,X,NA,DAY STAR HOME CARE,SPRINGFIELD,VA,22151,female,FALSE,TRUE,"$3,675.00",8-Jan-16,31-Dec-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59050,X,NA,DIVERSIFIED CLEANING SERVICES,CHESAPEAKE,VA,23320,male,FALSE,FALSE,$13.50,8-Jan-16,31-Dec-15,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15.31,12-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$15.31,$0.00,$15.31,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59051,X,NA,LINDSEY HARRINGTON,NA,NA,NA,NA,TRUE,FALSE,$270.00,8-Jan-16,5-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,11-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59052,X,NA,LINDSEY HARRINGTON,NA,NA,NA,NA,TRUE,FALSE,$270.00,8-Jan-16,4-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,11-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59053,X,NA,DOCKSIDE HEALTH & REHAB,LOCUST HILL,VA,23092,female,FALSE,FALSE,$579.63,11-Jan-16,4-Jan-16,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$586.91,2-Feb-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,2-Feb-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$586.91,$0.00,$586.91,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59054,X,NA,"BH CONTRACTING, LLC",RICHARDSVILLE,VA,22736,male,TRUE,FALSE,"$2,394.00",11-Jan-16,4-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,WORK PERFORMED OUTSIDE OF VIRGINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,11-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59055,X,NA,HOT MIXX LLC,BROAD RUN,VA,20137,male,FALSE,FALSE,$340.00,13-Jan-16,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$100.00,2-Feb-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Feb-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$100.00,$0.00,$100.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59056,X,NA,SPRINGER AGENCY,MIDLOTHIAN,VA,23112,female,FALSE,FALSE,"$1,144.14",12-Jan-16,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,EMPLOYEE AGREEMENT,$0.00,12-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59057,X,NA,"JYKERN, INC",KISSIMMEE,FL,34747,male,FALSE,FALSE,$650.00,13-Jan-16,12-Jan-16,NA,NA,NA,X,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59058,X,NA,JCS CONSTRUCTION,MANNASSAS,VA,20111,male,TRUE,FALSE,"$1,020.00",12-Jan-16,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$981.75,19-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$981.75,$0.00,$981.75,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59059,X,NA,"AMERICAN SECURITY ENFORCEMENT, INC.",LYNCHBURG,VA,24502,male,FALSE,FALSE,$310.00,12-Jan-16,7-Dec-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,$0.00,29-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59060,X,NA,J'S AUTO CLEANING SERVICE,CHESAPEAKE,VA,23320,male,FALSE,FALSE,"$2,225.00",12-Jan-16,12-Jan-16,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,12-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59061,X,NA,"D3 VENTURES, LLC DBA VAGABOND",RICHMOND,VA,23219,male,FALSE,FALSE,"$14,175.00",12-Jan-16,12-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,$0.00,20-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59062,X,NA,"PRIMA HOME HEALTH, INC",CHANTILLY,VA,20151,female,FALSE,FALSE,$576.00,13-Jan-16,6-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59063,X,NA,CUMBERLAND HOSPITAL,NEW KENT,VA,23124,female,FALSE,FALSE,"$1,000.00",13-Jan-16,13-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59064,X,NA,ABC TRUCK AND TIRE REPAIR INC.,STAFFORD,VA,22405,male,FALSE,FALSE,$219.92,13-Jan-16,11-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59065,X,NA,SUBWAY,VIRGINIA BEACH,VA,23462,female,FALSE,FALSE,$0.00,13-Jan-16,7-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,NO GROSS CLAIM AMOUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59066,X,NA,"PRIME PRESENTATIONS, LLC",NA,NA,NA,female,FALSE,FALSE,$0.00,13-Jan-16,8-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,NO GROSS CLAIM AMOUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59067,X,NA,ARI PHOENIX,MANASSAS,VA,20109,male,FALSE,TRUE,"$14,552.08",13-Jan-16,11-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$7,297.01",22-Mar-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,22-Mar-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,"$7,297.01",$0.00,"$7,297.01",$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59068,X,NA,BJS PLASTER & DRYWALL REPAIR,CHESAPEAKE,VA,23323,male,TRUE,FALSE,"$2,200.00",13-Jan-16,7-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,NO EMPLOYEE/EMPLOYER RELATIONSHIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59069,X,NA,MEREDITH'S SALON,CHRISTIANSBURG,VA,24073,female,FALSE,FALSE,$350.00,13-Jan-16,11-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59070,X,NA,WIGO CLINIC,FAIRFAX,VA,22031,male,FALSE,FALSE,"$1,680.00",13-Jan-16,11-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59071,X,NA,MOUNTAIN DEVELOPMENT INC.,STAUNTON,VA,NA,male,FALSE,FALSE,"$1,924.00",13-Jan-16,11-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WORK PERFORMED OUTSIDE OF VIRGINIA,$0.00,13-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59072,X,NA,TLC DENTAL TYSONS CORNER,TYSONS CORNER,VA,22182,female,FALSE,FALSE,$112.00,13-Jan-16,11-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,X,NA,NA,NA,NA,NA,$0.00,19-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59075,X,NA,SMOKIN JOES BBQ,YORKTOWN,VA,23692,female,FALSE,FALSE,$628.12,19-Jan-16,19-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$628.12,27-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$628.12,$0.00,$628.12,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59076,X,NA,N & R QUALITY CARE,RUTHER GLEN,VA,22546,female,FALSE,FALSE,"$2,100.00",19-Jan-16,19-Jan-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,BANKRUPTCY,$0.00,19-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59077,X,NA,PUBLIC PARTNERSHIP,GLEN ALLEN,VA,23060,female,FALSE,FALSE,"$1,665.68",19-Jan-16,19-Jan-16,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,19-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59078,X,NA,"PUBLIC PARTNERSHIPS, LLC",GLEN ALLEN,VA,23060,female,FALSE,FALSE,$976.32,19-Jan-16,19-Jan-16,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,19-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59079,X,NA,WILLIAMS BROTHERS TREE AND LAWN SERVICE,STAUNTON,VA,24401,female,FALSE,FALSE,$143.88,20-Jan-16,12-Jan-16,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$144.43,21-Mar-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,21-Mar-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$144.43,$0.00,$144.43,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59080,X,NA,CALIFRESH BISTRO,VIRGINIA BEACH,VA,23454,NA,FALSE,FALSE,$330.00,20-Jan-16,14-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,20-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59081,X,NA,"WINK FASTENERS, INC.",CHARLES CITY,VA,23030,NA,FALSE,FALSE,$0.00,20-Jan-16,14-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,20-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59082,X,NA,"MONUMENT PATHOLOGISTS, INC",RICHMOND,VA,23226,NA,FALSE,FALSE,"$3,015.92",20-Jan-16,12-Jan-16,NA,NA,NA,X,NA,NA,NA,NA,X,CORPORATE DIRECTOR/HIRED ATTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,20-Jan-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jan-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
